18:37 a 21:10 = 2h 33 min 
Ficou preso em uma propaganda por muito tempo (mais de uma hora)

so cobriu 9%


[INFO]   664 events have been generated
[INFO]   Current activity: CameraActivity
[INFO]   9.0% of activities have been explored.
[INFO]   Current abstract state: 86a3527bfdc7fe1559c7a94b048e3b11



[INFO]   1190 events have been generated
[INFO]   Current activity: CameraActivity
[INFO]   9.0% of activities have been explored.
[INFO]   Current abstract state: 86a3527bfdc7fe1559c7a94b048e3b11
[INPUT]  DoubleRotationEvent  



526 eventos sem fazer nada



8995ac0b0fd3993396f122c6fcfe5582	6
02d7443eb0bb1fc640374e98c7085a8c	4
b61fffb58c4f14d136f87151a38fc315	9
8b949b691c66fab5d1e0405fcc8845f1	31
f7676fa35aed5bc8059ccd2da36cec69	7
8b949b691c66fab5d1e0405fcc8845f1	31
b61fffb58c4f14d136f87151a38fc315	9
e0c7638cd9a1399ea2aa864c7b1c92a3	40
b707b8e0118416e9365dcef7cf325729	9
8b949b691c66fab5d1e0405fcc8845f1	31
b707b8e0118416e9365dcef7cf325729	9
8995ac0b0fd3993396f122c6fcfe5582	6
b707b8e0118416e9365dcef7cf325729	9
e0c7638cd9a1399ea2aa864c7b1c92a3	40
b707b8e0118416e9365dcef7cf325729	9
d5594143a2017556bf6691f7615da340	3
a52320a185aa290dd9bfd588644be4c2	8
a61539049cc10c898aed4dd07177c492	1
0a3685ab8d5509fa9d60133dec5d9429	7
95cef5b29fbb282dbcf25ab7f6c8ca00	2
0a3685ab8d5509fa9d60133dec5d9429	7
29e84857a230f4b17f67549143b6cafd	1
e08c756549c032b6878f791d470f3f5e	5
906cee7f09d1b713cc7ee01712dfbbc0	4
e08c756549c032b6878f791d470f3f5e	5
906cee7f09d1b713cc7ee01712dfbbc0	4
e08c756549c032b6878f791d470f3f5e	5
f4e84fe89c9f12eac52ee5257c40d5f0	5
8c4175dd7c7819b2583d2162b8dc4973	4
aa97d6ad76d732b415ed7478005e1d0b	1
ac637987ceba0053e5401761c90c3315	15
e9c171892a45995228e0dd0e6ec38b41	4
f711172b8d65fdcc81b53485207826f6	3
f4e84fe89c9f12eac52ee5257c40d5f0	5
35a5860d6e16ca858ed0222b552c4635	4
eb4329f21a4efdc11edf0f563e265ad0	7
eeea6d4999f5df8de431a9cc09e9af7e	9
c3fee963f29b6caac3c23bae210ce673	4
eeea6d4999f5df8de431a9cc09e9af7e	9
eb4329f21a4efdc11edf0f563e265ad0	7
8b949b691c66fab5d1e0405fcc8845f1	31
eb4329f21a4efdc11edf0f563e265ad0	7
e0c7638cd9a1399ea2aa864c7b1c92a3	40
b81b16bd99244e5f9de2bdf07aae923b	3
e0c7638cd9a1399ea2aa864c7b1c92a3	40
213681afd7a7351b4b71b10231ae2ff8	6
e0c7638cd9a1399ea2aa864c7b1c92a3	40
6da732ab490e0684d6484666ecc34635	7
e0c7638cd9a1399ea2aa864c7b1c92a3	40
6da732ab490e0684d6484666ecc34635	7
8b949b691c66fab5d1e0405fcc8845f1	31
6da732ab490e0684d6484666ecc34635	7
b2a2b0fe1595deb07aa7e33a2adee2fd	5
e0c7638cd9a1399ea2aa864c7b1c92a3	40
b2a2b0fe1595deb07aa7e33a2adee2fd	5
6da732ab490e0684d6484666ecc34635	7
95cef5b29fbb282dbcf25ab7f6c8ca00	2
0a3685ab8d5509fa9d60133dec5d9429	7
2be0aa37d61994dd0bca05974494e071	4
8895e75b7ceee20864bff99abe37f127	1
f0c46e8c746049de2a8091a6f851ee93	2
5c53402b755a941d7081e66489f68f73	3
31aa73c5f8c1160d82ec81130926b116	7
c373aabb41fe35e4828e9d6020328f64	6
e770bd73402cc471ef38c968d2dea406	5
eb852abe83b67eff79ede7816762c473	3
e770bd73402cc471ef38c968d2dea406	5
e6876eaf07c55218e4b81ab3a45120f3	4
31aa73c5f8c1160d82ec81130926b116	7
e6876eaf07c55218e4b81ab3a45120f3	4
86a3527bfdc7fe1559c7a94b048e3b11	526


